Flag OFF,Flag ON
2358304.5354201808,2518743.289099526
75096.05062506201,21445.214849921013
3727.519223137216,2684.818325434439
8579.426629625956,0.0
2353475.8211378125,4124415.1834319527
74574.47763609613,0.0
3726.781633153507,0.0
8480.100980872978,412.1065088757396
2361180.1075111176,1657090.0869565217
74281.03108048673,48770.434782608696
3712.6759272833897,1442.608695652174
8450.108977178323,2565.391304347826
