comments_disabled,ratings_disabled,avg_views,avg_likes,avg_comments,count
False,False,2360486.4631207613,75213.58350930366,8591.124090129928,40253
False,True,964191.2698412698,0.0,1105.4920634920634,63
True,False,1817993.1423149905,25758.673624288425,0.0,527
True,True,6002661.471698113,0.0,0.0,106
