comments_disabled,ratings_disabled,avg_views,avg_likes,avg_comments,count
False,False,1148425.84027691,39979.25499212756,5066.893509609377,40013
False,True,390329.58685446007,0.0,928.1596244131456,213
True,False,855343.2355212355,15921.496138996139,0.0,518
True,True,4733369.857142857,0.0,0.0,63
