Flag OFF,Flag ON
1144411.6578581017,1275852.1462994837
39767.56152737036,14195.068846815835
1967.078605876796,1177.9827882960412
5044.978571073435,0.0
1144680.1446547087,1381675.7355072463
39671.78863092448,0.0
1969.162172164516,0.0
5002.136882879771,716.2971014492754
1146114.173173124,1401387.5555555555
39396.673197645905,49664.148148148146
1955.496934771947,2479.5185185185187
4971.370843550761,7659.444444444444
