category_name,avg_days_to_trend
Shows,1.103448275862069
Travel & Events,1.5533980582524272
Howto & Style,1.6848341232227488
Pets & Animals,2.0
Sports,2.0582072176949944
Movies,2.5
News & Politics,2.779077322936972
Entertainment,3.167174280879865
Gaming,4.3453125
Education,4.976190476190476
People & Blogs,5.981091301998919
Music,6.541265186426477
Autos & Vehicles,8.533333333333333
Comedy,9.918041237113401
Film & Animation,13.00839552238806
Science & Technology,17.977859778597786
